Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,Detected City,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
243239,,22/08/2020,,,,Adilabad,Telangana,TG,15,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243240,,22/08/2020,,,,Bhadradri Kothagudem,Telangana,TG,44,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243241,,22/08/2020,,,,Hyderabad,Telangana,TG,447,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243242,,22/08/2020,,,,Jagtial,Telangana,TG,91,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243243,,22/08/2020,,,,Jangaon,Telangana,TG,20,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243244,,22/08/2020,,,,Jayashankar Bhupalapally,Telangana,TG,19,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243245,,22/08/2020,,,,Jogulamba Gadwal,Telangana,TG,59,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243246,,22/08/2020,,,,Kamareddy,Telangana,TG,61,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243247,,22/08/2020,,,,Karimnagar,Telangana,TG,75,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243248,,22/08/2020,,,,Khammam,Telangana,TG,125,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243249,,22/08/2020,,,,Komaram Bheem,Telangana,TG,11,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243250,,22/08/2020,,,,Mahabubabad,Telangana,TG,49,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243251,,22/08/2020,,,,Mahabubnagar,Telangana,TG,59,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243252,,22/08/2020,,,,Mancherial,Telangana,TG,53,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243253,,22/08/2020,,,,Medak,Telangana,TG,38,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243254,,22/08/2020,,,,Medchal Malkajgiri,Telangana,TG,149,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243255,,22/08/2020,,,,Mulugu,Telangana,TG,15,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243256,,22/08/2020,,,,Nagarkurnool,Telangana,TG,52,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243257,,22/08/2020,,,,Nalgonda,Telangana,TG,122,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243258,,22/08/2020,,,,Narayanpet,Telangana,TG,11,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243259,,22/08/2020,,,,Nirmal,Telangana,TG,19,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243260,,22/08/2020,,,,Nizamabad,Telangana,TG,153,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243261,,22/08/2020,,,,Peddapalli,Telangana,TG,79,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243262,,22/08/2020,,,,Rajanna Sircilla,Telangana,TG,52,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243263,,22/08/2020,,,,Ranga Reddy,Telangana,TG,201,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243264,,22/08/2020,,,,Sangareddy,Telangana,TG,72,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243265,,22/08/2020,,,,Siddipet,Telangana,TG,92,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243266,,22/08/2020,,,,Suryapet,Telangana,TG,63,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243267,,22/08/2020,,,,Vikarabad,Telangana,TG,18,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243268,,22/08/2020,,,,Wanaparthy,Telangana,TG,37,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243269,,22/08/2020,,,,Warangal Rural,Telangana,TG,22,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243270,,22/08/2020,,,,Warangal Urban,Telangana,TG,123,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243271,,22/08/2020,,,,Yadadri Bhuvanagiri,Telangana,TG,28,Hospitalized,,,https://t.me/indiacovid/14610,,,,,,
243272,,22/08/2020,,,,,Telangana,TG,1768,Recovered,,,https://t.me/indiacovid/14610,,,,,,
243273,,22/08/2020,,,,,Telangana,TG,7,Deceased,,,https://t.me/indiacovid/14610,,,,,,
243274,,22/08/2020,,,,Aizawl,Mizoram,MZ,5,Hospitalized,,,http://twitter.com/dipr_mizoram/status/1296982958071373826,,,,,,
243275,,22/08/2020,,,,Kolasib,Mizoram,MZ,2,Hospitalized,,,http://twitter.com/dipr_mizoram/status/1296982958071373826,,,,,,
243276,,22/08/2020,,,,Serchhip,Mizoram,MZ,1,Hospitalized,,,http://twitter.com/dipr_mizoram/status/1296982958071373826,,,,,,
243277,,22/08/2020,,,,Dhalai,Tripura,TR,27,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243278,,22/08/2020,,,,Gomati,Tripura,TR,29,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243279,,22/08/2020,,,,Khowai,Tripura,TR,13,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243280,,22/08/2020,,,,North Tripura,Tripura,TR,14,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243281,,22/08/2020,,,,Sipahijala,Tripura,TR,9,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243282,,22/08/2020,,,,South Tripura,Tripura,TR,24,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243283,,22/08/2020,,,,Unokoti,Tripura,TR,18,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243284,,22/08/2020,,,,West Tripura,Tripura,TR,146,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243285,,22/08/2020,,,,Dhalai,Tripura,TR,5,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243286,,22/08/2020,,,,Gomati,Tripura,TR,112,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243287,,22/08/2020,,,,Khowai,Tripura,TR,79,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243288,,22/08/2020,,,,North Tripura,Tripura,TR,20,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243289,,22/08/2020,,,,Sipahijala,Tripura,TR,32,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243290,,22/08/2020,,,,South Tripura,Tripura,TR,1,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243291,,22/08/2020,,,,West Tripura,Tripura,TR,161,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243292,,22/08/2020,,,,West Tripura,Tripura,TR,1,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/1841,,,,,,
243293,,22/08/2020,,,,Nagaur,Rajasthan,RJ,45,Hospitalized,,,http://twitter.com/airnews_jaipur/status/1297050983403368448,,,,,,
243294,,22/08/2020,,,,Ajmer,Rajasthan,RJ,80,Hospitalized,,,http://twitter.com/airnews_jaipur/status/1297050983403368448,,,,,,
243295,,22/08/2020,,,,Banswara,Rajasthan,RJ,26,Hospitalized,,,http://twitter.com/airnews_jaipur/status/1297050983403368448,,,,,,
